user_id,status,data_horario_do_status
163914,approved,2022-02-08T12:04:20.687134
163914,pending_kyc,2022-02-08T11:57:32.846635
163914,pending_purchase,2022-02-08T11:46:12.830339
191181,approved,2022-02-08T22:19:48.015027
191181,pending_kyc,2022-02-08T20:59:41.499413
191181,pending_purchase,2021-04-22T17:03:12.383528
191297,approved,2022-02-08T01:56:21.700694
191297,pending_kyc,2022-02-08T00:51:18.256348
191297,pending_purchase,2021-04-22T17:54:02.105239
195467,approved,2022-02-08T20:06:50.167765
195467,pending_kyc,2022-02-08T19:57:19.358841
195467,pending_purchase,2021-04-27T14:11:55.124285
201539,approved,2022-02-08T13:38:32.654561
201539,pending_kyc,2022-02-08T12:16:06.034266
201539,pending_purchase,2021-05-01T15:54:27.711636
204975,approved,2022-02-08T17:22:22.713391
204975,pending_kyc,2022-02-08T16:02:54.066014
204975,pending_purchase,2022-02-08T15:57:34.600031
216212,approved,2022-02-08T16:46:27.826096
216212,pending_kyc,2022-02-08T16:35:22.163668
216212,pending_purchase,2022-02-08T16:24:08.624219
234969,approved,2022-02-08T15:01:28.887705
234969,pending_kyc,2022-02-08T14:51:56.206735
234969,pending_purchase,2021-05-30T01:15:54.940113
239765,approved,2022-02-08T16:02:55.043871
239765,pending_kyc,2022-02-08T14:33:44.628819
239765,pending_purchase,2022-02-08T14:30:40.612602
244105,approved,2022-02-08T15:59:47.623494
244105,pending_kyc,2022-02-08T14:50:28.960744
244105,pending_purchase,2022-02-08T14:40:40.739737
256659,approved,2022-02-08T18:42:38.041006
256659,pending_kyc,2022-02-08T17:25:13.940829
256659,pending_purchase,2022-02-08T17:23:02.907129
266535,approved,2022-02-08T23:22:18.022267
266535,pending_kyc,2022-02-08T21:58:50.688756
266535,pending_purchase,2021-06-15T18:21:07.18384
304389,approved,2022-02-08T17:29:04.329467
304389,pending_kyc,2022-02-08T17:16:09.927074
304389,pending_purchase,2022-02-08T17:04:57.348243
308727,approved,2022-02-08T13:58:09.327899
308727,pending_kyc,2022-02-08T13:46:17.432083
308727,pending_purchase,2021-07-10T11:38:57.844134
310369,approved,2022-02-08T02:16:28.796809
310369,pending_kyc,2022-02-08T01:01:57.866478
310369,pending_purchase,2022-02-08T00:58:15.396819
311224,approved,2022-02-08T16:02:52.047625
311224,pending_kyc,2022-02-08T15:52:26.120545
311224,pending_purchase,2022-02-08T15:46:53.58122
317948,approved,2022-02-08T19:30:24.08714
317948,pending_kyc,2022-02-08T19:25:22.244674
317948,pending_purchase,2022-02-08T19:04:02.296111
322731,approved,2022-02-08T22:59:07.341888
322731,pending_kyc,2022-02-08T22:44:09.278673
322731,pending_purchase,2021-07-19T01:46:37.20885
324785,approved,2022-02-08T17:50:26.279308
324785,pending_kyc,2022-02-08T17:38:00.991534
324785,pending_purchase,2021-07-20T02:25:04.123517
329942,approved,2022-02-08T14:29:55.100907
329942,pending_kyc,2022-02-08T13:29:29.813036
329942,pending_purchase,2022-02-08T13:25:38.236379
355087,approved,2022-02-08T23:18:22.472059
355087,pending_kyc,2022-02-08T22:00:57.871811
355087,pending_purchase,2021-08-07T17:04:33.980041
367040,approved,2022-02-08T05:16:22.689802
367040,pending_kyc,2022-02-08T02:55:44.903579
367040,pending_purchase,2022-02-08T02:35:56.989992
377666,approved,2022-02-08T13:16:28.116769
377666,pending_kyc,2022-02-08T13:05:29.969322
377666,pending_purchase,2021-08-16T17:51:47.297324
428791,approved,2022-02-08T15:17:13.658895
428791,pending_kyc,2022-02-08T15:04:14.762288
428791,pending_purchase,2022-02-08T15:01:15.262132
455973,approved,2022-02-08T12:36:31.475766
455973,pending_kyc,2022-02-08T11:17:58.78318
455973,pending_purchase,2021-09-14T12:08:43.350097
462461,approved,2022-02-08T02:36:22.743997
462461,pending_kyc,2022-02-08T01:29:25.955829
462461,pending_purchase,2021-09-16T10:38:48.485113
481343,approved,2022-02-08T19:18:15.781334
481343,pending_kyc,2022-02-08T19:11:10.267282
481343,pending_purchase,2022-01-15T00:00:41.011616
497901,approved,2022-02-08T16:22:28.753032
497901,pending_kyc,2022-02-08T16:11:49.776523
497901,pending_purchase,2021-09-28T18:10:56.461838
501396,approved,2022-02-08T23:22:19.512357
501396,pending_kyc,2022-02-08T22:10:47.420062
501396,pending_purchase,2022-02-08T21:10:18.638017
503102,approved,2022-02-08T02:16:24.685307
503102,pending_kyc,2022-02-08T01:00:58.942348
503102,pending_purchase,2021-09-30T10:02:45.637481
503180,approved,2022-02-09T00:42:32.86938
503180,pending_kyc,2022-02-08T23:21:37.134227
503180,pending_purchase,2022-02-08T23:07:37.882837
509649,approved,2022-02-08T15:33:23.165093
509649,pending_kyc,2022-02-08T15:27:24.314425
509649,pending_purchase,2021-10-02T03:10:51.357411
511543,approved,2022-02-08T18:59:49.080578
511543,pending_kyc,2022-02-08T17:37:25.351325
511543,pending_purchase,2021-10-03T01:29:46.918455
533412,approved,2022-02-08T00:08:38.228111
533412,pending_kyc,2022-02-08T00:03:53.301161
533412,pending_purchase,2021-10-10T01:41:52.850288
543719,approved,2022-02-08T15:22:14.627601
543719,pending_kyc,2022-02-08T15:10:47.675627
543719,pending_purchase,2022-02-08T15:06:40.481906
546435,approved,2022-02-08T01:56:25.069332
546435,blocked,2022-02-11T02:07:21.005457
546435,pending_kyc,2022-02-08T00:34:21.909737
546435,pending_purchase,2022-02-08T00:33:20.965178
546458,approved,2022-02-08T22:49:03.32523
546458,pending_kyc,2022-02-08T21:36:13.398105
546458,pending_purchase,2021-10-14T16:56:07.097057
551023,approved,2022-02-08T23:42:18.649121
551023,pending_kyc,2022-02-08T22:27:21.425494
551023,pending_purchase,2022-02-08T22:20:04.014556
554418,approved,2022-02-18T20:07:58.204944
554418,inactive,2022-01-31T18:39:37.82173
554418,manual_check,2022-01-05T00:32:38.747345
554418,manual_check,2022-02-08T23:22:16.499325
554418,pending_kyc,2022-01-05T00:03:23.966242
554418,pending_kyc,2022-02-08T22:09:49.69297
554418,pending_purchase,2021-10-16T22:03:04.31492
554418,pending_purchase,2022-02-08T02:59:06.888394
557735,approved,2022-02-08T02:16:27.594171
557735,pending_kyc,2022-02-08T00:58:25.064565
557735,pending_purchase,2021-10-18T16:51:40.475265
558923,approved,2022-02-08T12:35:09.948301
558923,pending_kyc,2022-02-08T11:26:45.104323
558923,pending_purchase,2022-02-08T10:57:08.547027
559140,approved,2022-02-08T04:56:22.669602
559140,pending_kyc,2022-02-08T03:44:44.098625
559140,pending_purchase,2022-02-08T03:41:29.499848
567436,approved,2022-02-08T13:55:13.509468
567436,pending_kyc,2022-02-08T13:43:40.441372
567436,pending_purchase,2022-01-06T17:53:05.055631
578943,approved,2022-02-08T23:42:17.082733
578943,pending_kyc,2022-02-08T22:33:27.009677
578943,pending_purchase,2021-10-24T22:41:13.744818
607651,approved,2022-02-08T19:26:37.460741
607651,pending_kyc,2022-02-08T19:18:33.316364
607651,pending_purchase,2021-11-02T23:32:49.561758
613807,approved,2022-02-08T02:16:22.686838
613807,pending_kyc,2022-02-08T01:04:36.322036
613807,pending_purchase,2021-11-04T14:56:04.838897
625548,approved,2022-02-08T03:16:22.316787
625548,pending_kyc,2022-02-08T01:09:24.586456
625548,pending_purchase,2021-11-08T16:58:35.954777
625801,approved,2022-02-08T11:25:51.913297
625801,pending_kyc,2022-02-08T11:22:12.533637
625801,pending_purchase,2021-11-08T10:21:17.376467
629754,approved,2022-02-08T01:56:30.070368
629754,pending_kyc,2022-02-08T00:43:55.152446
629754,pending_purchase,2021-11-08T23:56:14.247136
651509,approved,2022-02-08T02:16:23.312552
651509,pending_kyc,2022-02-08T01:01:27.510372
651509,pending_purchase,2022-02-08T00:54:36.035783
651756,approved,2022-02-08T02:36:23.491019
651756,pending_kyc,2022-02-08T01:14:47.22893
651756,pending_purchase,2022-02-05T13:34:00.098649
656559,approved,2022-02-08T19:38:27.657744
656559,pending_kyc,2022-02-08T19:33:21.029973
656559,pending_purchase,2022-02-08T19:29:17.214329
684488,approved,2022-02-08T13:16:22.909404
684488,pending_kyc,2022-02-08T13:01:08.185076
684488,pending_purchase,2021-11-22T21:46:41.900662
705164,approved,2022-02-08T16:22:36.42701
705164,pending_kyc,2022-02-08T16:12:38.26565
705164,pending_purchase,2021-11-25T23:05:38.298991
706636,approved,2022-02-08T12:16:27.295358
706636,pending_kyc,2022-02-08T10:57:56.036853
706636,pending_purchase,2021-11-25T20:50:26.665639
712602,approved,2022-02-08T19:02:17.791981
712602,pending_kyc,2022-02-08T17:37:03.049776
712602,pending_purchase,2021-11-26T22:12:04.167008
713082,approved,2022-02-08T15:06:24.97676
713082,pending_kyc,2022-02-08T14:53:40.12715
713082,pending_purchase,2021-11-27T00:03:40.707591
719123,approved,2022-02-08T13:26:30.439293
719123,pending_kyc,2022-02-08T13:15:35.817218
719123,pending_purchase,2021-11-29T12:11:36.319089
719882,approved,2022-02-09T00:22:59.652127
719882,pending_kyc,2022-02-08T23:05:35.769964
719882,pending_purchase,2021-11-29T14:42:50.178932
728149,approved,2022-02-08T11:39:29.5028
728149,pending_kyc,2022-02-08T11:31:17.494104
728149,pending_purchase,2022-02-08T01:23:29.311879
740336,approved,2022-02-08T20:46:15.165148
740336,pending_kyc,2022-02-08T20:41:00.786697
740336,pending_purchase,2021-12-03T13:59:07.794993
754942,approved,2022-02-08T16:17:44.523271
754942,pending_kyc,2022-02-08T16:11:02.748908
754942,pending_purchase,2021-12-07T18:06:17.814302
755179,approved,2022-02-08T17:39:47.606309
755179,pending_kyc,2022-02-08T16:18:21.216669
755179,pending_purchase,2021-12-07T18:50:21.675672
760630,approved,2022-02-08T19:15:02.249737
760630,pending_kyc,2022-02-08T19:13:26.035817
760630,pending_purchase,2021-12-08T20:38:47.579138
760756,approved,2022-02-08T18:18:33.301329
760756,pending_kyc,2022-02-08T18:10:19.859088
760756,pending_purchase,2021-12-08T21:01:38.755123
763126,approved,2022-02-08T23:42:19.813672
763126,pending_kyc,2022-02-08T22:38:04.068251
763126,pending_purchase,2022-02-08T22:32:37.004766
765050,approved,2022-02-08T23:39:47.548005
765050,pending_kyc,2022-02-08T22:16:38.43114
765050,pending_purchase,2022-02-08T22:15:02.055074
770907,approved,2022-02-08T14:59:47.795077
770907,pending_kyc,2022-02-08T13:54:58.661949
770907,pending_purchase,2021-12-16T21:06:12.626148
771779,approved,2022-02-08T16:59:36.225696
771779,pending_kyc,2022-02-08T16:50:14.02439
771779,pending_purchase,2021-12-11T14:24:37.163385
772865,approved,2022-02-08T01:56:21.514696
772865,pending_kyc,2022-02-08T00:42:32.58569
772865,pending_purchase,2022-02-08T00:40:14.740867
774759,approved,2022-02-08T02:56:23.179199
774759,pending_kyc,2022-02-08T01:41:28.575143
774759,pending_purchase,2021-12-12T20:26:05.687773
776720,approved,2022-02-08T16:46:24.611807
776720,pending_kyc,2022-02-08T16:36:13.441553
776720,pending_purchase,2022-02-08T16:34:00.569548
778981,approved,2022-02-08T22:40:00.188074
778981,pending_kyc,2022-02-08T21:21:43.177665
778981,pending_purchase,2021-12-13T22:41:34.448197
782934,approved,2022-02-08T20:01:24.139086
782934,pending_kyc,2022-02-08T19:57:39.271345
782934,pending_purchase,2022-02-08T19:53:01.846372
786948,approved,2022-02-08T18:02:52.076264
786948,pending_kyc,2022-02-08T16:39:15.639183
786948,pending_purchase,2021-12-15T17:59:24.631352
787803,approved,2022-02-08T22:49:08.907156
787803,pending_kyc,2022-02-08T21:33:27.446483
787803,pending_purchase,2022-02-08T21:32:25.889414
790003,approved,2022-02-08T23:39:48.398952
790003,blocked,2021-12-16T13:38:51.102473
790003,pending_kyc,2021-12-16T12:25:06.294105
790003,pending_kyc,2022-02-08T22:09:48.477967
790003,pending_purchase,2021-12-16T12:19:45.283743
790003,pending_purchase,2022-02-08T12:29:04.763643
791166,approved,2022-02-08T14:46:26.922759
791166,pending_kyc,2022-02-08T14:31:16.024754
791166,pending_purchase,2022-01-24T20:44:05.769534
793376,approved,2022-02-08T02:16:26.377295
793376,pending_kyc,2022-02-08T00:57:39.185652
793376,pending_purchase,2021-12-16T23:44:42.757464
794049,approved,2022-02-08T06:36:35.643978
794049,pending_kyc,2022-02-08T05:16:22.825013
794049,pending_purchase,2022-02-02T19:44:02.347077
796506,approved,2022-02-08T23:02:24.954906
796506,pending_kyc,2022-02-08T21:45:59.625138
796506,pending_purchase,2022-02-08T21:44:30.432662
798032,approved,2022-02-08T16:18:30.489281
798032,pending_kyc,2022-02-08T16:09:04.155795
798032,pending_purchase,2021-12-18T02:22:51.37711
798161,approved,2022-02-08T22:03:00.067704
798161,pending_kyc,2022-02-08T19:36:35.79016
798161,pending_purchase,2022-02-08T19:30:36.748642
803803,approved,2022-02-08T17:42:16.151143
803803,pending_kyc,2022-02-08T17:26:40.914625
803803,pending_purchase,2021-12-20T15:20:27.931094
805790,approved,2022-02-08T09:56:21.94777
805790,pending_kyc,2022-02-08T08:53:58.768924
805790,pending_purchase,2021-12-20T21:52:31.460167
812523,approved,2022-02-08T23:46:28.568353
812523,pending_kyc,2022-02-08T23:28:11.30214
812523,pending_purchase,2021-12-22T15:08:12.5021
813303,approved,2022-02-08T21:22:18.829595
813303,pending_kyc,2022-02-08T20:12:43.160033
813303,pending_purchase,2021-12-22T17:42:33.75111
815576,approved,2022-02-08T14:42:18.6223
815576,pending_kyc,2022-02-08T13:13:51.473854
815576,pending_purchase,2021-12-23T08:52:24.265173
817512,approved,2022-02-08T20:22:32.43547
817512,pending_kyc,2022-02-08T20:16:00.128235
817512,pending_purchase,2021-12-23T18:11:16.637539
819939,approved,2022-02-08T03:56:36.338484
819939,pending_kyc,2022-02-08T02:39:47.606798
819939,pending_purchase,2022-02-08T02:36:43.445221
822348,approved,2022-02-08T23:28:42.55198
822348,pending_kyc,2022-02-08T23:26:38.819744
822348,pending_purchase,2021-12-25T23:42:02.038035
824145,approved,2022-02-08T22:59:28.428733
824145,pending_kyc,2022-02-08T22:36:36.806483
824145,pending_purchase,2021-12-27T11:44:21.750792
830765,approved,2022-02-08T13:12:29.031703
830765,pending_kyc,2022-02-08T13:00:30.321292
830765,pending_purchase,2021-12-29T00:13:58.379758
831508,approved,2022-02-08T19:30:25.66646
831508,pending_kyc,2022-02-08T19:24:58.054872
831508,pending_purchase,2022-02-04T11:43:58.971758
832025,approved,2022-02-08T16:22:36.319454
832025,blocked,2022-02-10T02:04:42.872536
832025,pending_kyc,2022-02-08T16:14:51.582841
832025,pending_purchase,2022-02-08T16:12:52.332163
838139,approved,2022-02-08T17:42:16.570138
838139,pending_kyc,2022-02-08T16:26:28.879554
838139,pending_purchase,2022-02-01T13:32:17.304861
838538,approved,2022-02-08T12:08:19.215038
838538,pending_kyc,2022-02-08T12:01:43.374178
838538,pending_purchase,2022-02-08T11:56:58.696362
838786,approved,2022-02-08T11:56:49.114679
838786,pending_kyc,2022-02-08T10:45:49.559033
838786,pending_purchase,2022-02-08T10:39:43.831631
838868,approved,2022-02-08T18:38:33.044642
838868,pending_kyc,2022-02-08T18:33:19.307506
838868,pending_purchase,2021-12-31T12:47:13.241866
840445,approved,2022-02-08T16:22:35.893685
840445,pending_kyc,2022-02-08T16:11:46.130157
840445,pending_purchase,2022-01-01T12:21:15.978945
844843,approved,2022-02-08T16:43:08.017591
844843,pending_kyc,2022-02-08T15:20:14.699931
844843,pending_purchase,2022-01-03T21:30:37.678912
845038,approved,2022-01-07T01:15:37.820034
845038,approved,2022-02-08T23:19:48.773237
845038,inactive,2022-01-10T15:09:07.045131
845038,pending_kyc,2022-01-05T20:29:47.908462
845038,pending_kyc,2022-02-08T22:09:47.300927
845038,pending_purchase,2022-01-03T22:31:37.129465
845038,pending_purchase,2022-01-11T15:05:53.578084
848152,approved,2022-02-08T03:56:26.60656
848152,pending_kyc,2022-02-08T02:50:37.405205
848152,pending_purchase,2022-01-04T19:24:28.645808
851667,approved,2022-02-08T16:22:36.849431
851667,pending_kyc,2022-02-08T16:05:11.189642
851667,pending_purchase,2022-01-05T16:30:07.184027
853970,approved,2022-02-08T02:36:21.556598
853970,pending_kyc,2022-02-08T01:20:34.973785
853970,pending_purchase,2022-01-06T01:00:34.723142
856420,approved,2022-02-08T14:42:33.484904
856420,pending_kyc,2022-02-08T14:22:10.600334
856420,pending_purchase,2022-02-08T13:57:52.302048
861674,approved,2022-02-08T12:16:22.878964
861674,pending_kyc,2022-02-08T10:58:05.891813
861674,pending_purchase,2022-01-07T20:47:46.28647
862259,approved,2022-02-08T11:38:48.519128
862259,pending_kyc,2022-02-08T10:18:11.779095
862259,pending_purchase,2022-02-08T10:09:44.995617
868470,approved,2022-02-08T15:34:27.222606
868470,pending_kyc,2022-02-08T15:22:37.384736
868470,pending_purchase,2022-01-10T14:53:25.780875
869767,approved,2022-02-08T20:59:47.534221
869767,pending_kyc,2022-02-08T19:57:49.31289
869767,pending_purchase,2022-02-02T23:30:08.021444
871257,approved,2022-02-08T20:06:35.501717
871257,pending_kyc,2022-02-08T19:43:10.996839
871257,pending_purchase,2022-01-10T23:43:43.550745
872895,approved,2022-02-08T23:22:20.441967
872895,inactive,2022-01-17T12:39:53.926637
872895,manual_check,2022-01-14T16:51:56.320449
872895,pending_kyc,2022-01-14T16:46:50.864831
872895,pending_kyc,2022-02-08T22:09:45.502913
872895,pending_purchase,2022-01-11T13:50:56.325431
872895,pending_purchase,2022-02-08T12:17:51.219792
873245,approved,2022-02-08T11:40:16.370674
873245,pending_kyc,2022-02-08T11:30:10.561718
873245,pending_purchase,2022-01-11T14:51:51.797393
874378,approved,2022-02-08T15:22:30.692564
874378,pending_kyc,2022-02-08T13:52:29.53578
874378,pending_purchase,2022-01-11T18:06:06.518919
877058,approved,2022-02-08T21:19:47.160872
877058,pending_kyc,2022-02-08T20:17:11.320575
877058,pending_purchase,2022-02-04T20:37:46.702249
877728,approved,2022-02-08T17:59:01.534185
877728,pending_kyc,2022-02-08T17:46:38.935978
877728,pending_purchase,2022-01-12T13:29:25.254547
877863,approved,2022-02-08T13:04:19.755222
877863,pending_kyc,2022-02-08T12:54:18.415968
877863,pending_purchase,2022-02-08T11:14:11.422448
878387,approved,2022-02-08T16:22:41.253899
878387,pending_kyc,2022-02-08T14:56:51.284701
878387,pending_purchase,2022-01-12T15:19:01.604229
880972,approved,2022-02-08T15:59:23.341093
880972,pending_kyc,2022-02-08T15:47:29.1748
880972,pending_purchase,2022-01-12T23:02:24.638006
882086,approved,2022-02-08T14:35:46.775069
882086,pending_kyc,2022-02-08T12:52:46.988833
882086,pending_purchase,2022-01-13T09:42:19.501858
883184,approved,2022-02-08T17:10:28.364695
